family_key	headword	members
pensam	pensam	pensam
pereira	pereira	pereira
possíveis	possíveis	possíveis
saindo	saindo	saindo
seguidore	seguidores	seguidores
sequência	sequência	sequência
significado	significado	significado
sobretudo	sobretudo	sobretudo
terreno	terreno	terreno | terrenos
terão	terão	terão
utilizada	utilizada	utilizada | utilizadas
órgão	órgãos	órgãos | órgão
agradec	agradecer	agradecer
aldeia	aldeia	aldeia | aldeias
alternativa	alternativa	alternativa | alternativas
aparentemente	aparentemente	aparentemente
apresentado	apresentado	apresentado | apresentados
aspecto	aspectos	aspectos | aspecto
biblioteca	biblioteca	biblioteca | bibliotecas
bloco	bloco	bloco | blocos
cachorro	cachorro	cachorro | cachorros
carga	carga	carga | cargas
cheguei	cheguei	cheguei
clássico	clássico	clássico | clássicos
constante	constante	constante | constantes
corrente	corrente	corrente | correntes
cortar	cortar	cortar
desenvolv	desenvolver	desenvolver
digitais	digitais	digitais
disco	disco	disco | discos
doente	doente	doente | doentes
dura	dura	dura
escala	escala	escala
etapa	etapa	etapa | etapas
execução	execução	execução
felipe	felipe	felipe
gelo	gelo	gelo
gome	gomes	gomes
haja	haja	haja
juntamente	juntamente	juntamente
laboratório	laboratório	laboratório | laboratórios
line	line	line
mm	mm	mm
método	método	método | métodos
objeto	objeto	objeto | objetos
ocasião	ocasião	ocasião
passe	passe	passe
pedi	pedi	pedi
pega	pega	pega
peixe	peixe	peixe | peixes
ponta	ponta	ponta | pontas
portuguese	portugueses	portugueses
privada	privada	privada | privadas
votar	votar	votar
vírus	vírus	vírus
áudio	áudio	áudio
alemão	alemão	alemão
amar	amar	amar | amaral
anu	anual	anual
aprovação	aprovação	aprovação
assumir	assumir	assumir
ausência	ausência	ausência
aviso	aviso	aviso
barra	barra	barra | barras
bomba	bomba	bomba | bombas
cant	cantor	cantor
canção	canção	canção
claramente	claramente	claramente
come	come	come
comerciais	comerciais	comerciais
compartilhar	compartilhar	compartilhar
considerando	considerando	considerando
conto	conto	conto | contos
decidir	decidir	decidir
declarou	declarou	declarou
descrição	descrição	descrição
design	design	design | designer
encontrei	encontrei	encontrei
errada	errada	errada | erradas
europeu	europeu	europeu
filosofia	filosofia	filosofia
frequentemente	frequentemente	frequentemente
gostam	gostam	gostam
gostava	gostava	gostava
impedir	impedir	impedir
indica	indica	indica
lança	lança	lança
legais	legais	legais
luis	luis	luis
oficialmente	oficialmente	oficialmente
originalmente	originalmente	originalmente
paciente	paciente	paciente | pacientes
paula	paula	paula
pegou	pegou	pegou
piloto	piloto	piloto | pilotos
planta	plantas	plantas | planta
populare	populares	populares
queira	queira	queira
redução	redução	redução
revisão	revisão	revisão
salário	salário	salário | salários
sequ	sequer	sequer
siga	siga	siga
surgiu	surgiu	surgiu
tia	tia	tia
tido	tido	tido
tirou	tirou	tirou
volto	volto	volto
abriu	abriu	abriu
ajudou	ajudou	ajudou
alve	alves	alves
aproveitar	aproveitar	aproveitar
classificação	classificação	classificação
começam	começam	começam
confusão	confusão	confusão
conheci	conheci	conheci
cria	cria	cria
definição	definição	definição
deseja	deseja	deseja
estratégia	estratégia	estratégia | estratégias
exceto	exceto	exceto
extensão	extensão	extensão
facilmente	facilmente	facilmente
feminina	feminina	feminina | femininas
flor	flor	flor
foda	foda	foda
fugir	fugir	fugir
fórum	fórum	fórum
inimigo	inimigos	inimigos | inimigo
muda	muda	muda
má	má	má
navio	navio	navio | navios
ouvindo	ouvindo	ouvindo
palácio	palácio	palácio
parceiro	parceiro	parceiro | parceiros
perguntou	perguntou	perguntou
pertence	pertence	pertence
peru	peru	peru
química	química	química | químicas
recebido	recebido	recebido | recebidos
secretaria	secretaria	secretaria
solar	solar	solar
tarefa	tarefa	tarefa | tarefas
temperatura	temperatura	temperatura | temperaturas
tendência	tendência	tendência | tendências
ten	tens	tens
terr	terror	terror
topo	topo	topo
tradicionais	tradicionais	tradicionais
turma	turma	turma
urbana	urbana	urbana | urbanas
usou	usou	usou
vaga	vaga	vaga | vagas
virar	virar	virar
vivem	vivem	vivem
acerca	acerca	acerca
alex	alex	alex
atualização	atualização	atualização
autorização	autorização	autorização
beijo	beijo	beijo | beijos
cala	cala	cala
cantora	cantora	cantora
capaze	capazes	capazes
chile	chile	chile
científica	científica	científica | científicas
custa	custa	custa
cérebro	cérebro	cérebro
daquela	daquela	daquela | daquelas
deveriam	deveriam	deveriam
dica	dicas	dicas | dica
dona	dona	dona
elétrica	elétrica	elétrica
estreia	estreia	estreia
francesa	francesa	francesa
fábrica	fábrica	fábrica | fábricas
igualmente	igualmente	igualmente
intervenção	intervenção	intervenção
levado	levado	levado | levados
louca	louca	louca
manda	manda	manda
marcado	marcado	marcado | marcados
ora	ora	ora
pagamento	pagamento	pagamento | pagamentos
pau	pau	pau
perna	pernas	pernas | perna
precisava	precisava	precisava
seção	seção	seção
tratado	tratado	tratado | tratados
trocar	trocar	trocar
univ	universal	universal | university
utilização	utilização	utilização
vermelha	vermelha	vermelha | vermelhas
ásia	ásia	ásia
aceita	aceita	aceita
adulto	adultos	adultos | adulto
assistência	assistência	assistência
atriz	atriz	atriz
bate	bate	bate
brincadeira	brincadeira	brincadeira | brincadeiras
conquista	conquista	conquista | conquistas
convidado	convidados	convidados | convidado
corre	corre	corre
day	day	day | days | daily
ed	ed	ed
entregar	entregar	entregar
ferreira	ferreira	ferreira
finais	finais	finais
impressão	impressão	impressão
inglaterra	inglaterra	inglaterra
inteligente	inteligente	inteligente | inteligentes
iorque	iorque	iorque
levaram	levaram	levaram
meta	meta	meta | metas
médica	médica	médica | médicas
neto	neto	neto | netos
oferta	oferta	oferta
paraná	paraná	paraná
peguei	peguei	peguei
perdendo	perdendo	perdendo
pessoalmente	pessoalmente	pessoalmente
peço	peço	peço
piscina	piscina	piscina
preocupação	preocupação	preocupação
raça	raça	raça | raças
residência	residência	residência | residências
respondeu	respondeu	respondeu
restaurante	restaurante	restaurante | restaurantes
rodrigue	rodrigues	rodrigues
roma	roma	roma
sofrimento	sofrimento	sofrimento
sub	sub	sub
termina	termina	termina
tivemo	tivemos	tivemos
toca	toca	toca
virou	virou	virou
vivendo	vivendo	vivendo
útil	útil	útil
alerta	alerta	alerta
antonio	antonio	antonio
antônio	antônio	antônio
art	art	art
atingir	atingir	atingir
ator	ator	ator
açúcar	açúcar	açúcar
big	big	big
bolo	bolo	bolo
catarina	catarina	catarina
chocolate	chocolate	chocolate
chorar	chorar	chorar
civis	civis	civis
comitê	comitê	comitê
conexão	conexão	conexão
conheça	conheça	conheça
conosco	conosco	conosco
dançar	dançar	dançar
deixem	deixem	deixem
estabelec	estabelecer	estabelecer
estejam	estejam	estejam
façam	façam	façam
frequência	frequência	frequência
gabinete	gabinete	gabinete
game	game	game | games
industri	industrial	industrial
juntar	juntar	juntar
larga	larga	larga
ligaçõe	ligações	ligações
localizada	localizada	localizada | localizadas
manutenção	manutenção	manutenção
mark	mark	mark
mistura	mistura	mistura
orden	ordens	ordens
patrimônio	patrimônio	patrimônio
preparar	preparar	preparar
revela	revela	revela
rodada	rodada	rodada
romance	romance	romance | romances
samba	samba	samba
semelhante	semelhante	semelhante | semelhantes
sentindo	sentindo	sentindo
soluçõe	soluções	soluções
souza	souza	souza
símbolo	símbolo	símbolo | símbolos
transformar	transformar	transformar
usam	usam	usam
variedade	variedade	variedade | variedades
vestido	vestido	vestido | vestidos
alcance	alcance	alcance
alexandre	alexandre	alexandre
arthur	arthur	arthur
atend	atender	atender
atleta	atletas	atletas | atleta
barulho	barulho	barulho
black	black	black
carvalho	carvalho	carvalho
católica	católica	católica
causar	causar	causar
cento	cento	cento
chris	chris	chris
computadore	computadores	computadores
conclusão	conclusão	conclusão
criando	criando	criando
destaca	destaca	destaca
dout	doutor	doutor
ei	ei	ei
entrega	entrega	entrega
es	es	es
escreve	escreve	escreve
especialista	especialistas	especialistas | especialista
esperava	esperava	esperava
exploração	exploração	exploração
famosa	famosa	famosa | famosas
fará	fará	fará
histórica	histórica	histórica | históricas
irei	irei	irei
jogou	jogou	jogou
max	max	max
parlamento	parlamento	parlamento
parou	parou	parou
pen	penal	penal
petróleo	petróleo	petróleo
pop	pop	pop
propaganda	propaganda	propaganda
shop	shopping	shopping
sofr	sofrer	sofrer
sofreu	sofreu	sofreu
sérgio	sérgio	sérgio
tomada	tomada	tomada | tomadas
trânsito	trânsito	trânsito
vieram	vieram	vieram
alimentar	alimentar	alimentar
aliá	aliás	aliás
apoiar	apoiar	apoiar
baixar	baixar	baixar
bolsonaro	bolsonaro	bolsonaro
canadá	canadá	canadá
ciclo	ciclo	ciclo | ciclos
cirurgia	cirurgia	cirurgia
deixam	deixam	deixam
descobri	descobri	descobri
descobriu	descobriu	descobriu
desenvolvido	desenvolvido	desenvolvido | desenvolvidos
divulgar	divulgar	divulgar
endereço	endereço	endereço | endereços
enviou	enviou	enviou
envolvendo	envolvendo	envolvendo
estivesse	estivesse	estivesse
estrangeiro	estrangeiros	estrangeiros | estrangeiro
et	et	et
fifa	fifa	fifa
henry	henry	henry
herói	herói	herói
house	house	house
jack	jack	jack
joga	joga	joga
kim	kim	kim
lendo	lendo	lendo
luí	luís	luís
matou	matou	matou
passageiro	passageiros	passageiros | passageiro
peito	peito	peito | peitos
personalidade	personalidade	personalidade | personalidades
perspectiva	perspectiva	perspectiva | perspectivas
poesia	poesia	poesia
prefiro	prefiro	prefiro
privado	privado	privado | privados
recém	recém	recém
seguiu	seguiu	seguiu
treino	treino	treino
agenda	agenda	agenda
aplicação	aplicação	aplicação
baseada	baseada	baseada | baseadas
beira	beira	beira
cansado	cansado	cansado
chá	chá	chá
colaboração	colaboração	colaboração
colômbia	colômbia	colômbia
combustível	combustível	combustível
conseguiram	conseguiram	conseguiram
contando	contando	contando
correndo	correndo	correndo
diego	diego	diego
drama	drama	drama
edit	editor	editor
egito	egito	egito
existir	existir	existir
fechado	fechado	fechado | fechados
fundad	fundador	fundador
ha	ha	ha
iii	iii	iii
imposto	impostos	impostos | imposto
impressionante	impressionante	impressionante
incêndio	incêndio	incêndio | incêndios
individu	individual	individual
jogando	jogando	jogando
lançada	lançada	lançada
like	like	like
man	man	man
maravilhosa	maravilhosa	maravilhosa | maravilhosas
moeda	moeda	moeda | moedas
montanha	montanhas	montanhas | montanha
morre	morre	morre
organizado	organizado	organizado | organizados
oriente	oriente	oriente
particularmente	particularmente	particularmente
perante	perante	perante
produtore	produtores	produtores
publicar	publicar	publicar
robert	robert	robert
saia	saia	saia
salão	salão	salão
tempestade	tempestade	tempestade
treinad	treinador	treinador
unida	unidas	unidas | unida
utilizar	utilizar	utilizar
van	van	van
acaso	acaso	acaso
achou	achou	achou
agradeço	agradeço	agradeço
amba	ambas	ambas
austrália	austrália	austrália
cd	cd	cd
colocado	colocado	colocado | colocados
coluna	coluna	coluna | colunas
considera	considera	considera
creio	creio	creio
cumprir	cumprir	cumprir
cura	cura	cura
dedo	dedo	dedo | dedos
direta	direta	direta | diretas
equipamento	equipamentos	equipamentos | equipamento
fazê	fazê	fazê
fc	fc	fc
federação	federação	federação
identificação	identificação	identificação
instrumento	instrumento	instrumento | instrumentos
moderna	moderna	moderna | modernas
morreram	morreram	morreram
ness	nesses	nesses
nuclear	nuclear	nuclear
padrõe	padrões	padrões
parem	parem	parem
permanente	permanente	permanente
preta	preta	preta
primo	primo	primo | primos
produzido	produzido	produzido | produzidos
projecto	projecto	projecto | projectos
provar	provar	provar
quebrar	quebrar	quebrar
rank	ranking	ranking
relacionada	relacionadas	relacionadas | relacionada
repente	repente	repente
representação	representação	representação
responde	responde	responde
seca	seca	seca | secas
sentem	sentem	sentem
supremo	supremo	supremo
teremo	teremos	teremos
turno	turno	turno
vantagem	vantagem	vantagem
vazio	vazio	vazio
viagen	viagens	viagens
vizinho	vizinhos	vizinhos | vizinho
índice	índice	índice | índices
abordagem	abordagem	abordagem
aliança	aliança	aliança
an	an	an
atacar	atacar	atacar
cadeira	cadeira	cadeira | cadeiras
cai	cai	cai
castelo	castelo	castelo
caça	caça	caça
coloque	coloque	coloque
comprei	comprei	comprei
considerar	considerar	considerar
cresceu	cresceu	cresceu
cãe	cães	cães
derrota	derrota	derrota
determinado	determinado	determinado | determinados
eis	eis	eis
estarão	estarão	estarão
exercício	exercício	exercício | exercícios
físico	físico	físico | físicos
glória	glória	glória
home	home	home
lógica	lógica	lógica
marcar	marcar	marcar
mel	mel	mel
participou	participou	participou
pará	pará	pará
percebi	percebi	percebi
pinto	pinto	pinto
pud	puder	puder
quão	quão	quão
recuperar	recuperar	recuperar
revelou	revelou	revelou
seguem	seguem	seguem
suporte	suporte	suporte
tropa	tropas	tropas | tropa
vemo	vemos	vemos
venced	vencedor	vencedor
verificar	verificar	verificar
acabaram	acabaram	acabaram
adolescente	adolescente	adolescente | adolescentes
anúncio	anúncio	anúncio | anúncios
arquitetura	arquitetura	arquitetura
bíblia	bíblia	bíblia
cabe	cabe	cabe
carioca	carioca	carioca
charle	charles	charles
chinê	chinês	chinês
cruzeiro	cruzeiro	cruzeiro
dente	dentes	dentes | dente
depressão	depressão	depressão
destruição	destruição	destruição
dívida	dívida	dívida | dívidas
empresário	empresário	empresário | empresários
enviado	enviado	enviado | enviados
envolvido	envolvidos	envolvidos | envolvido
esqueci	esqueci	esqueci
expectativa	expectativa	expectativa | expectativas
extra	extra	extra | extras
fale	fale	fale
falha	falha	falha | falhas
financeira	financeira	financeira | financeiras
gigante	gigante	gigante | gigantes
gostou	gostou	gostou
grécia	grécia	grécia
habilidade	habilidades	habilidades | habilidade
inicialmente	inicialmente	inicialmente
ja	ja	ja
juan	juan	juan
machado	machado	machado
mamãe	mamãe	mamãe
manuel	manuel	manuel
novidade	novidade	novidade | novidades
orçamento	orçamento	orçamento
papo	papo	papo
pense	pense	pense
pernambuco	pernambuco	pernambuco
pescoço	pescoço	pescoço
posiçõe	posições	posições
pr	pr	pr
prima	prima	prima
quebra	quebra	quebra
ramo	ramos	ramos | ramo
recife	recife	recife
resumo	resumo	resumo
richard	richard	richard
sono	sono	sono
séry	séries	séries
talento	talento	talento | talentos
tensão	tensão	tensão
teus	teus	teus
tomando	tomando	tomando
tornaram	tornaram	tornaram
transferência	transferência	transferência
your	your	your
óleo	óleo	óleo
acusado	acusado	acusado | acusados
altamente	altamente	altamente
angola	angola	angola
assistente	assistente	assistente
avaliação	avaliação	avaliação
bob	bob	bob
briga	briga	briga
cerimônia	cerimônia	cerimônia
city	city	city
comparação	comparação	comparação
consequência	consequências	consequências | consequência
constitucion	constitucional	constitucional
convite	convite	convite
curitiba	curitiba	curitiba
defende	defende	defende
deixaram	deixaram	deixaram
deixei	deixei	deixei
documentário	documentário	documentário | documentários
encontrada	encontrada	encontrada | encontradas
entidade	entidade	entidade | entidades
espécy	espécies	espécies
estranha	estranha	estranha | estranhas
ficava	ficava	ficava
fã	fã	fã
iguais	iguais	iguais
indicado	indicado	indicado | indicados
instalação	instalação	instalação
interna	interna	interna | internas
jornalismo	jornalismo	jornalismo
lago	lago	lago | lagos
lembre	lembre	lembre
lê	lê	lê
madrugada	madrugada	madrugada
marcou	marcou	marcou
martin	martin	martin | martins
morar	morar	morar
mostram	mostram	mostram
motorista	motorista	motorista | motoristas
orientação	orientação	orientação
ouviu	ouviu	ouviu
perde	perde	perde
publicaçõe	publicações	publicações
reduzir	reduzir	reduzir
ribeiro	ribeiro	ribeiro
russa	russa	russa
tayl	taylor	taylor
teriam	teriam	teriam
tour	tour	tour
utilizando	utilizando	utilizando
venezuela	venezuela	venezuela
º	º	º
almeida	almeida	almeida
aparência	aparência	aparência
apresentam	apresentam	apresentam
aprovado	aprovado	aprovado
areia	areia	areia
arroz	arroz	arroz
aumenta	aumenta	aumenta
basicamente	basicamente	basicamente
capítulo	capítulo	capítulo | capítulos
cavalo	cavalo	cavalo | cavalos
chamam	chamam	chamam
choque	choque	choque
concentração	concentração	concentração
corinthian	corinthians	corinthians
coroa	coroa	coroa
cunha	cunha	cunha
descoberta	descoberta	descoberta | descobertas
desistir	desistir	desistir
escolhido	escolhido	escolhido | escolhidos
esqueça	esqueça	esqueça
euro	euros	euros | euro
explosão	explosão	explosão
ficamo	ficamos	ficamos
financiamento	financiamento	financiamento
fizemo	fizemos	fizemos
fluxo	fluxo	fluxo
formado	formado	formado | formados
formar	formar	formar
frank	frank	frank
identificar	identificar	identificar
intern	international	international
intitulado	intitulado	intitulado
jornada	jornada	jornada
jr	jr	jr
lee	lee	lee
lenda	lenda	lenda | lendas
life	life	life
met	metal	metal | meter
nariz	nariz	nariz
núcleo	núcleo	núcleo
obviamente	obviamente	obviamente
ocupação	ocupação	ocupação
organizar	organizar	organizar
percebe	percebe	percebe
permissão	permissão	permissão
pintura	pintura	pintura | pinturas
prata	prata	prata
provável	provável	provável
recebi	recebi	recebi
relativamente	relativamente	relativamente
retirada	retirada	retirada
retirar	retirar	retirar
rocha	rocha	rocha | rochas
santana	santana	santana
senão	senão	senão
tabela	tabela	tabela
trinta	trinta	trinta
visu	visual	visual
voo	voo	voo | voos
âmbito	âmbito	âmbito
alice	alice	alice
anjo	anjo	anjo | anjos
cent	center	center
colocando	colocando	colocando
compromisso	compromisso	compromisso | compromissos
comprou	comprou	comprou
confiar	confiar	confiar
conheceu	conheceu	conheceu
crítico	crítico	crítico | críticos
cão	cão	cão
dava	dava	dava
definitivamente	definitivamente	definitivamente
dev	dever	dever
difíceis	difíceis	difíceis
duro	duro	duro
entregue	entregue	entregue | entregues
europeus	europeus	europeus
exame	exame	exame | exames
expansão	expansão	expansão
explicação	explicação	explicação
falamo	falamos	falamos
falso	falso	falso | falsos
fila	fila	fila
flamengo	flamengo	flamengo
ganhando	ganhando	ganhando
gustavo	gustavo	gustavo
hipótese	hipótese	hipótese | hipóteses
inferi	inferior	inferior
iniciou	iniciou	iniciou
instalaçõe	instalações	instalações
introdução	introdução	introdução
italiano	italiano	italiano | italianos
lar	lar	lar
limpa	limpa	limpa
ment	mental	mental
máxima	máxima	máxima
off	off	off
opçõe	opções	opções
out	out	out
participaram	participaram	participaram
past	pastor	pastor | pastoral
piore	piores	piores
pronta	pronta	pronta
queijo	queijo	queijo
querendo	querendo	querendo
religiosa	religiosa	religiosa | religiosas
ritmo	ritmo	ritmo
rotina	rotina	rotina
sofre	sofre	sofre
sorriso	sorriso	sorriso
soube	soube	soube
superfície	superfície	superfície
trabalhou	trabalhou	trabalhou
vasco	vasco	vasco
vict	victor	victor
acordar	acordar	acordar
andando	andando	andando
arena	arena	arena
aventura	aventura	aventura | aventuras
baby	baby	baby
bateu	bateu	bateu
bebida	bebida	bebida | bebidas
campus	campus	campus
chamando	chamando	chamando
cientista	cientistas	cientistas | cientista
complicado	complicado	complicado
composto	composto	composto
conquistar	conquistar	conquistar
diria	diria	diria
disposição	disposição	disposição
ditadura	ditadura	ditadura
elenco	elenco	elenco
escond	esconder	esconder
escuro	escuro	escuro
existente	existentes	existentes | existente
fluminense	fluminense	fluminense
fornec	fornecer	fornecer
ide	ideal	ideal
individuais	individuais	individuais
informar	informar	informar
inspiração	inspiração	inspiração
invasão	invasão	invasão
investimento	investimento	investimento | investimentos
jean	jean	jean
judeus	judeus	judeus
judici	judicial	judicial
little	little	little
maj	major	major
marinha	marinha	marinha
mega	mega	mega
miss	miss	miss
necessária	necessária	necessária | necessárias
pego	pego	pego
pm	pm	pm
positivo	positivo	positivo | positivos
preparado	preparado	preparado | preparados
presa	presa	presa | presas
realizou	realizou	realizou
rota	rota	rota | rotas
sal	sal	sal
transição	transição	transição
trecho	trecho	trecho | trechos
venceu	venceu	venceu
versõe	versões	versões
we	we	we
zé	zé	zé
árabe	árabe	árabe | árabes
absolutamente	absolutamente	absolutamente
ajudando	ajudando	ajudando
amarelo	amarelo	amarelo
ampla	ampla	ampla
aparecem	aparecem	aparecem
aprendi	aprendi	aprendi
assinatura	assinatura	assinatura | assinaturas
aérea	aérea	aérea | aéreas
benefício	benefícios	benefícios | benefício
casado	casado	casado
cem	cem	cem
circulação	circulação	circulação
condenado	condenado	condenado | condenados
consiste	consiste	consiste
continuam	continuam	continuam
cooperação	cooperação	cooperação
copo	copo	copo | copos
célula	células	células | célula
escritore	escritores	escritores
específico	específico	específico | específicos
fiquem	fiquem	fiquem
franco	franco	franco
fria	fria	fria
funcionar	funcionar	funcionar
guilherme	guilherme	guilherme
hein	hein	hein
incluem	incluem	incluem
interpretação	interpretação	interpretação
junta	juntas	juntas | junta
limpeza	limpeza	limpeza
marina	marina	marina
mary	mary	mary
microsoft	microsoft	microsoft
moderno	moderno	moderno | modernos
olimpíada	olimpíadas	olimpíadas
organizada	organizada	organizada | organizadas
perguntando	perguntando	perguntando
permanece	permanece	permanece
poderoso	poderoso	poderoso | poderosos
primavera	primavera	primavera
progresso	progresso	progresso
pôr	pôr	pôr
regionais	regionais	regionais
renato	renato	renato
resta	resta	resta
rir	rir	rir
roubar	roubar	roubar
rumo	rumo	rumo
santiago	santiago	santiago
sombra	sombra	sombra | sombras
stf	stf	stf
sujeito	sujeito	sujeito | sujeitos
tentei	tentei	tentei
torre	torre	torre | torres
vigilância	vigilância	vigilância
virgem	virgem	virgem
walt	walter	walter | walt
website	website	website
william	william	william | williams
acreditam	acreditam	acreditam
alan	alan	alan
atore	atores	atores
avó	avó	avó | avós
continente	continente	continente | continentes
correto	correto	correto
demanda	demanda	demanda | demandas
des	des	des
especificamente	especificamente	especificamente
esquece	esquece	esquece
estima	estima	estima
estúdio	estúdio	estúdio
fantasia	fantasia	fantasia
financeiro	financeiro	financeiro | financeiros
indígena	indígenas	indígenas | indígena
infraestrutura	infraestrutura	infraestrutura
interno	interno	interno | internos
loucura	loucura	loucura
masculino	masculino	masculino
metrô	metrô	metrô
mg	mg	mg
noção	noção	noção
park	park	park | parker
pc	pc	pc
perdão	perdão	perdão
performance	performance	performance
poderão	poderão	poderão
publicidade	publicidade	publicidade
recebendo	recebendo	recebendo
receita	receita	receita | receitas
regular	regular	regular
resgate	resgate	resgate
seguido	seguido	seguido | seguidos
senso	senso	senso
setore	setores	setores
testemunha	testemunhas	testemunhas | testemunha
this	this	this
tênis	tênis	tênis
urgente	urgente	urgente
vieira	vieira	vieira
vivemo	vivemos	vivemos
window	windows	windows
álcool	álcool	álcool
acontecem	acontecem	acontecem
acontecimento	acontecimentos	acontecimentos | acontecimento
adorei	adorei	adorei
ajude	ajude	ajude
atingiu	atingiu	atingiu
atua	atua	atua
autora	autora	autora
bill	bill	bill
calendário	calendário	calendário
ce	ce	ce
chegam	chegam	chegam
class	classes	classes
coelho	coelho	coelho
composta	composta	composta
conseguimo	conseguimos	conseguimos
convenção	convenção	convenção
crescente	crescente	crescente
cópia	cópia	cópia | cópias
dedicado	dedicado	dedicado | dedicados
define	define	define
duração	duração	duração
entendeu	entendeu	entendeu
equilíbrio	equilíbrio	equilíbrio
exceção	exceção	exceção
externa	externa	externa | externas
federais	federais	federais
forem	forem	forem
free	free	free
funcionamento	funcionamento	funcionamento
gama	gama	gama
ganho	ganho	ganho | ganhos
lance	lance	lance
lavar	lavar	lavar
legenda	legenda	legenda | legendas
leit	leitor	leitor
leitore	leitores	leitores
levam	levam	levam
maia	maia	maia
mi	mi	mi
michel	michel	michel
morrendo	morrendo	morrendo
moça	moça	moça
open	open	open
papai	papai	papai
paraíso	paraíso	paraíso
pare	pare	pare | pares
pensou	pensou	pensou
pleno	pleno	pleno
podendo	podendo	podendo
posteriormente	posteriormente	posteriormente
receberam	receberam	receberam
reuniõe	reuniões	reuniões
revolta	revolta	revolta
ridículo	ridículo	ridículo
salto	salto	salto
street	street	street
suicídio	suicídio	suicídio
tim	tim	tim | timor
trabalham	trabalham	trabalham
vinha	vinha	vinha
vs	vs	vs
aceito	aceito	aceito
angele	angeles	angeles
animação	animação	animação
anna	anna	anna
araújo	araújo	araújo
argumento	argumento	argumento | argumentos
bala	bala	bala | balas
bicicleta	bicicleta	bicicleta | bicicletas
cadê	cadê	cadê
cançõe	canções	canções
carregar	carregar	carregar
comunista	comunista	comunista | comunistas
concordo	concordo	concordo
decide	decide	decide
destruir	destruir	destruir
diretora	diretora	diretora
diversidade	diversidade	diversidade
diálogo	diálogo	diálogo | diálogos
eliminar	eliminar	eliminar
elite	elite	elite
embaixada	embaixada	embaixada
escolar	escolar	escolar
espelho	espelho	espelho
esperamo	esperamos	esperamos
esquema	esquema	esquema
estatística	estatísticas	estatísticas | estatística
explicou	explicou	explicou
fatore	fatores	fatores
fazemo	fazemos	fazemos
firme	firme	firme
fraco	fraco	fraco | fracos
gerar	gerar	gerar
gravação	gravação	gravação
greve	greve	greve
guardar	guardar	guardar
hugo	hugo	hugo
i'm	i'm	i'm
imagine	imagine	imagine
iniciar	iniciar	iniciar
instagram	instagram	instagram
integrante	integrantes	integrantes | integrante
inúmera	inúmeras	inúmeras
joe	joe	joe
lady	lady	lady
lição	lição	lição
ma	ma	ma
matando	matando	matando
moto	moto	moto
nascido	nascido	nascido | nascidos
olhada	olhada	olhada
ovo	ovos	ovos | ovo
paciência	paciência	paciência
pacífico	pacífico	pacífico
partiu	partiu	partiu
positiva	positiva	positiva | positivas
prato	prato	prato | pratos
preocupar	preocupar	preocupar
reconhec	reconhecer	reconhecer
roteiro	roteiro	roteiro
sarah	sarah	sarah
superar	superar	superar
surge	surge	surge
torcida	torcida	torcida
tristeza	tristeza	tristeza
vidro	vidro	vidro
vira	vira	vira
voltando	voltando	voltando
acabam	acabam	acabam
alimentação	alimentação	alimentação
alteraçõe	alterações	alterações
amplamente	amplamente	amplamente
antónio	antónio	antónio
apaixonado	apaixonado	apaixonado | apaixonados
ativa	ativa	ativa
barcelona	barcelona	barcelona
bordo	bordo	bordo
brilhante	brilhante	brilhante | brilhantes
básica	básica	básica | básicas
carteira	carteira	carteira
causou	causou	causou
chamo	chamo	chamo
circunstância	circunstâncias	circunstâncias
composição	composição	composição
comunicaçõe	comunicações	comunicações
cristão	cristãos	cristãos | cristão
descobre	descobre	descobre
dirigir	dirigir	dirigir
distante	distante	distante | distantes
dormindo	dormindo	dormindo
dvd	dvd	dvd
elevado	elevado	elevado | elevados
ensaio	ensaio	ensaio | ensaios
ep	ep	ep
gostosa	gostosa	gostosa
graduação	graduação	graduação
graus	graus	graus
ido	ido	ido
ileg	ilegal	ilegal
império	império	império
informou	informou	informou
jackson	jackson	jackson
latino	latino	latino
les	les	les
levanta	levanta	levanta
limpar	limpar	limpar
madrid	madrid	madrid
manifestação	manifestação	manifestação
manifestaçõe	manifestações	manifestações
mano	mano	mano
maranhão	maranhão	maranhão
margem	margem	margem
mariana	mariana	mariana
market	marketing	marketing
mex	mexer	mexer
more	more	more
morro	morro	morro
mr	mr	mr
observar	observar	observar
ocorrido	ocorrido	ocorrido
or	or	or
papéis	papéis	papéis
pe	pe	pe
pergunto	pergunto	pergunto
pesado	pesado	pesado | pesados
placa	placa	placa | placas
possivelmente	possivelmente	possivelmente
pura	pura	pura
recorde	recorde	recorde
reis	reis	reis
religioso	religioso	religioso | religiosos
steve	steve	steve
tchau	tchau	tchau
tenente	tenente	tenente
teto	teto	teto
titular	titular	titular
urbano	urbano	urbano | urbanos
voltei	voltei	voltei
índio	índios	índios | índio
óculo	óculos	óculos
adeus	adeus	adeus
alberto	alberto	alberto
avaliar	avaliar	avaliar
califórnia	califórnia	califórnia
carinho	carinho	carinho
charlie	charlie	charlie
cidadania	cidadania	cidadania
coletiva	coletiva	coletiva
coletivo	coletivo	coletivo | coletivos
combat	combater	combater
conhecem	conhecem	conhecem
construído	construído	construído
contribuir	contribuir	contribuir
cuba	cuba	cuba
determinar	determinar	determinar
deverá	deverá	deverá
dezena	dezenas	dezenas
don't	don't	don't
dore	dores	dores
envolve	envolve	envolve
estiveram	estiveram	estiveram
falsa	falsa	falsa | falsas
fod	foder	foder
